
100	0.003858
200	0.023227
300	0.07214
400	0.098578
500	0.153957
600	0.265914
700	0.46807
800	0.673748
900	0.927304
1000	1.26801
1100	1.66557
1200	2.13125
1300	2.69623
1400	3.34837
1500	4.11086
1600	4.9806
1700	5.90697
1800	7.01022
1900	8.25211
2000	9.65571
