
100	0.000133
200	0.00035
300	0.000625
400	0.001162
500	0.001769
600	0.002217
700	0.003343
800	0.003592
900	0.004294
1000	0.007216
1100	0.006904
1200	0.00774
1300	0.009182
1400	0.009391
1500	0.010059
1600	0.010724
1700	0.011286
1800	0.012643
1900	0.023121
2000	0.026647

